Business Name,State,City,Address,Jobs Retained,Date Approved
"BRAGA FRESH FAMILY FARMS, INC.",Not Found,Not Found,"PO BOX 425 SOLEDAD, CA 93960",33,2020-04-30
J.Y.RAYS INC,Not Found,Not Found,"2023 CHICO AVE SOUTH EL MONTE, CA 91733",15,2020-04-28
BODEN PLUMBING INC,Not Found,Not Found,"20075 BROADWAY SONOMA, CA 95476",11,2020-04-14
EXTRAVIEW CORPORATION,Not Found,Not Found,"380 LAGUNITA DR SOQUEL, CA 95073",10,2020-05-03
ALISAL PROPERTIES INC.,Not Found,Not Found,"1054 Alisal Rd. SOLVANG, CA 93463",340,2020-04-30
GRANITE SPRINGS WINERY LLC,Not Found,Not Found,"5050 GRANITE RD SOMERSET, CA 95684",23,2020-06-19
EFFICIENCY PLUS MEDICAL BILLING LLC,Not Found,Not Found,"1194 HIGHWAY 49 SONORA, CA 95370",23,2020-05-03
"BERGER CONCRETE, INC.",Not Found,Not Found,"200 NAPA RD SONOMA, CA 94576",24,2020-04-27
FAIRPLAY ENTERPRISES LLC,Not Found,Not Found,"7449 FAIRPLAY RD SOMERSET, CA 95684",45,2020-04-14
EQUIPTEC MECHANICAL INC,Not Found,Not Found,"3075 AGUAZUL DR SOQUEL, CA 95073",12,2020-05-03
J R INTERNATIONAL GROUP INC,Not Found,Not Found,"2129 ROSEMEAD BLVD SOUTH EL MONTE, CA 91733",13,2020-05-03
E & C HEWITT ENTERPRISES LLC,Not Found,Not Found,"372 WEST STOCKTON ST SONORA, CA 95370",12,2020-04-27
AIRWORKS SOLUTIONS INC,Not Found,Not Found,"4234 Aspen Lane SOMIS, CA 93066",22,2020-04-11
"AIRWORKS SOLUTIONS, INC.",Not Found,Not Found,"205 Portland Street BOSTON, MA 02114",17,2020-04-15
BORCHARD COMPANIES INC,Not Found,Not Found,"2800 Berylwood Rd SOMIS, CA 93066",15,2020-05-03
BEDROCK WINE COMPANY LP,Not Found,Not Found,"PO BOX 1826 SONOMA, CA 95476",16,2020-04-27
AG LAND SERVICES LP,Not Found,Not Found,"2789 SOMIS RD SOMIS, CA 93066",17,2020-04-14
"ELEVATOR SERVICE COMPANY OF CENTRAL CALIFORNIA, INC.",Not Found,Not Found,"2636 S. Rodeo Gulch Road, Suite B SOQUEL, CA 95073",9,2020-05-13
"INSUL-QUILTS, INC",Not Found,Not Found,"1432 CHICO AVE SOUTH EL MONTE, CA 91733",11,2020-04-29
DIESTEL TURKEY RANCH,Not Found,Not Found,"22200 LYONS BALD MOUNTAIN RD SONORA, CA 95370",77,2020-04-06
"BEAUTIFULPLACES, INC.",Not Found,Not Found,"35 Patten St SONOMA, CA 95476",19,2020-04-09
"DRUMMOND MASONRY, INC.",Not Found,Not Found,"4540 CHERRYVALE AVE SOQUEL, CA 95073",17,2020-05-03
HONG KONG DIAMOND BAKERY INC,Not Found,Not Found,"1940 FRANK STILES ST SOUTH EL MONTE, CA 91733",50,2020-05-01
"DAY-O, INC.",Not Found,Not Found,"14216 TUOLUMNE RD SONORA, CA 95370",63,2020-04-11
"DAMBACHER, TRUJILLO AND RUSSELL, A PROFESSIONAL LAW CORPORATION",Not Found,Not Found,"32 N WASHINGTON ST SONORA, CA 95370",100,2020-04-16
HOEFNER CORPORATION,Not Found,Not Found,"9722 E. RUSH STREET SOUTH EL MONTE, CA 91733",Not Found,2020-05-03
"DISCRETION BREWING, LLC",Not Found,Not Found,"2703 41st Ave, STE A SOQUEL, CA 95073",18,2020-04-06
LA HACIENDA SONOMA BAR AND GRILL INC,Not Found,Not Found,"17960 Sonoma Highway SONO,A, CA 95476",21,2020-04-28
DESIGN OCTAVES,Not Found,Not Found,"2701 RESEARCH PARK DR SOQUEL, CA 95073",53,2020-04-12
"BAMBURY, INCORPORATED",Not Found,Not Found,"23003 ARNOLD DR SONOMA, CA 95476",32,2020-04-28
HAPPY LEMON CALIFORNIA INC,Not Found,Not Found,"1800 FLORADALE AVE SOUTH EL MONTE, CA 91733",38,2020-04-29
ARTISAN BAKERS,Not Found,Not Found,"21684 8TH ST #400 SONOMA, CA 95476",194,2020-04-10
GRAPHIC TECH ELECTRIC INC,Not Found,Not Found,"9861 Max Shapiro Way SOUTH EL MONTE, CA 91733",13,2020-05-03
CENTRAL COAST LANDSCAPE AND MAINTENANCE,Not Found,Not Found,"3145 PORTER ST. SOQUEL, CA 95073",Not Found,2020-05-03
"CONIFER COMMUNICATIONS, INC.",Not Found,Not Found,"15274 CAMINO DEL PARQUE S SONORA, CA 95370",0,2020-04-29
ARROYO VH CORP,Not Found,Not Found,"18501 Sonoma Hwy SONOMA, CA 95476",Not Found,2020-04-15
"CARPO'S, INC.",Not Found,Not Found,"2400 Porter St SOQUEL, CA 95073",35,2020-04-11
CONDOR EARTH TECHNOLOGIES INC,Not Found,Not Found,"21663 Brian Lane SONORA, CA 95370",50,2020-04-27
GOLDEN STAR PACIFIC LLC,Not Found,Not Found,"1939 Frank Stiles Street SOUTH EL MONTE, CA 91733",400,2020-05-03
CLARKE BROADCASTING CORPORATION,Not Found,Not Found,"342 S. WASHINGTON ST SONORA, CA 95370",21,2020-04-13
"ARBOR FENCE, INC.",Not Found,Not Found,"22660 Broadway SONOMA, CA 95476",20,2020-04-10
"CAPPO MANAGEMENT XXIII, INC.",Not Found,Not Found,"3801 SOQUEL DR SOQUEL, CA 95073",78,2020-04-09
GILMORE LIQUID AIR CO,Not Found,Not Found,"9503 E. RUSH ST SOUTH EL MONTE, CA 91733",Not Found,2020-05-03
"CENTRAL COAST FINANCIAL GROUP, INC.",Not Found,Not Found,"17750 WARDS FERRY RD SONORA, CA 95370",6,2020-04-28
CALIFORNIA RADIOGRAPHICS,Not Found,Not Found,"3335 Soquel Drive SOQUEL, CA 95073",12,2020-04-10
"GENUINE PARTS GIANT, INC.",Not Found,Not Found,"2500 TROY AVE SOUTH EL MONTE, CA 91733",25,2020-04-11
APPELLATION TOURS INC,Not Found,Not Found,"21707 8TH ST SONOMA, CA 95476",63,2020-04-27
"CANEPA AND SONS, INC",Not Found,Not Found,"14384 Cuesta Court SONORA, CA 95370",5,2020-04-14
"CAFE CRUZ, INC.",Not Found,Not Found,"2621 41st Ave SOQUEL, CA 95073",71,2020-04-08
APOLLO GENERAL INSURANCE,Not Found,Not Found,"389 4TH ST East SONOMA, CA 95476",9,2020-04-28
"GCANYON, INC.",Not Found,Not Found,"10411 East RUSH ST SOUTH EL MONTE, CA 91733",17,2020-04-27
ALNUS INCORPORATED,Not Found,Not Found,"19700 8TH ST E F SONOMA, CA 95476",17,2020-05-01
"GAMA CONTRACTING SERVICES, INC.",Not Found,Not Found,"1835 Floradale Ave. SOUTH EL MONTE, CA 91733",54,2020-04-29
BOWMAN & WILLIAMS A CALIFORNIA,Not Found,Not Found,"3949 Research Park Ct. Suite 100 SOQUEL, CA 95073",16,2020-04-09
FRESH AIR ENVIRONMENTAL SERVICES INC,Not Found,Not Found,"10675 RUSH STREET SOUTH EL MONTE, CA 91733",0,2020-04-30
BELLOWS HEATING AND PLUMBING,Not Found,Not Found,"2636 S Rodeo Gulch Rd SOQUEL, CA 95073",95,2020-04-13
CALIFORNIA GOLD DEVELOPMENT CORPORATION,Not Found,Not Found,"133 Old Wards ferry Rd SONORA, CA 95370",12,2020-04-05
ALL TRUSS INC,Not Found,Not Found,"22700 BROADWAY SONOMA, CA 95476",31,2020-04-14
"BAY AREA FLOORS & INTERIORS, INC",Not Found,Not Found,"2617 41st Ave SOQUEL, CA 95073",49,2020-04-10
"BENTON MACHINERY, INC",Not Found,Not Found,"13909 MONO WAY SONORA, CA 95370",Not Found,2020-04-07
"ADAMS CHIROPRACTIC OFFICES, INC.",Not Found,Not Found,"101 ANDRIEUX ST SONOMA, CA 95476",13,2020-04-15
BARROW'S CAFE & GRILL,Not Found,Not Found,"824 Mono Way SONORA, CA 95370",44,2020-04-14
"FABRICAST, INC",Not Found,Not Found,"2511 SEAMAN AVE SOUTH EL MONTE, CA 91733",10,2020-04-30
"KODA FARMS, INC.",Not Found,Not Found,"22540 Russell Avenue SOUTH DOS PALOS, CA 93665",420,2020-05-03
"FISHER TOOL COMPANY, INC.",Not Found,Not Found,"1230 SANTA ANITA AVE UNIT E SOUTH EL MONTE, CA 91733",500,2020-05-03
BARGETTO WINERY,Not Found,Not Found,"3535 Main St SOQUEL, CA 95073",45,2020-04-27
"KODA FARMS MILLING, INC.",Not Found,Not Found,"POB 10 22540 Russell Avenue SOUTH DOS PALOS, CA 93665",440,2020-05-03
"ABIDE INTERNATIONAL, INC",Not Found,Not Found,"561 1st St West SONOMA, CA 95476",Not Found,2020-04-10
EXQUISITE CABINET & COUNTER-TOP CO.,Not Found,Not Found,"9521 RUSH ST SOUTH EL MONTE, CA 91733",14,2020-04-10
AUTO-B-CRAFT,Not Found,Not Found,"1230 SANGUINETTI ROAD SONORA, CA 95370",Not Found,2020-05-03
"A.L. COMPANEROS, INC.",Not Found,Not Found,"101 NAPA ST SONOMA, CA 95476",33,2020-04-15
"ENGINEERING DESIGN INDUSTRIES, INC.",Not Found,Not Found,"9649 E. RUSH ST SOUTH EL MONTE, CA 91733",0,2020-04-28
"BALANCE 4 KIDS, A NONPROFIT PUBLIC BENEFIT CORPORATION",Not Found,Not Found,"2601 Porter Street SOQUEL, CA 95073",131,2020-06-30
ARGO LOGISTICS GROUP LLC,Not Found,Not Found,"2941 Park Ave. Suite G SOQUEL, CA 95073",10,2020-04-14
"ARTHUR N. DONALDSON, M.D., INC.",Not Found,Not Found,"940 SYLVA LN Suite G SONORA, CA 95370",41,2020-04-15
EMGREAT GROUP INC.,Not Found,Not Found,"11223 RUSH ST STE G SOUTH EL MONTE, CA 91733",20,2020-05-01
"EL MONTE WHOLESALE MEATS, INC.",Not Found,Not Found,"11233 RUSH ST SOUTH EL MONTE, CA 91733",38,2020-04-13
"AJ'S FUEL AND FOOD MART, INC.",Not Found,Not Found,"5955 Soquel Drive SOQUEL, CA 95073",30,2020-04-27
E.C. CONSTRUCTION COMPANY,Not Found,Not Found,"2213 Chico Ave. SOUTH EL MONTE, CA 91733",20,2020-05-12
3 BADGE BEVERAGE CORPORATION,Not Found,Not Found,"32 PATTEN ST SONOMA, CA 95476",30,2020-04-27
"EL DORADO SEPTIC SERVICE, INC.",Not Found,Not Found,"PO BOX 488 SOULSBYVILLE, CA 95372",16,2020-04-16
"ADH TECHNICAL SERVICES, INC.",Not Found,Not Found,"3065 Porter Street, Suite 101 SOQUEL, CA 95073",14,2020-04-15
"DDC ELECTRIC SUPPLY, INC.",Not Found,Not Found,"2328 ROSEMEAD BLVD SOUTH EL MONTE, CA 91733",0,2020-04-30
DITTY CONTAINER INC,Not Found,Not Found,"2226 N ROSEMEAD BLVD SOUTH ELMONTE, CA 91733",0,2020-04-29
DNC PLUMBING,Not Found,Not Found,"2627 LOMA AVE SOUTH EL MONTE, CA 91733",25,2020-04-28
CW COLE &AMP; COMPANY INC,Not Found,Not Found,"2560 ROSEMEAD BLVD. SOUTH EL MONTE, CA 91733",Not Found,2020-05-03
COMMERCE ATLANTIC CORPORATION,Not Found,Not Found,"2239 TYLER AVE #B SOUTH EL MONTE, CA 91733",49,2020-04-10
CRANEVEYOR CORP,Not Found,Not Found,"1524 POTRERO AVE SOUTH EL MONTE, CA 91733",105,2020-04-07
COAST MACHINERY MOVERS,Not Found,Not Found,"2431 CHICO AVE SOUTH EL MONTE, CA 91733",50,2020-04-08
"CPG FOODS, LLC",Not Found,Not Found,"2425 ROSEMEAD BLVD SOUTH EL MONTE, CA 91733",26,2020-04-11
"CHA FOR TEA, INC",Not Found,Not Found,"11000 RUSH ST SOUTH EL MONTE, CA 91733",100,2020-04-15
CELCO CONSTRUCTION INC,Not Found,Not Found,"1802 Potrero Ave SOUTH EL MONTE, CA 91733",32,2020-06-19
CARDINAL PAINT AND POWDER INC.,Not Found,Not Found,"1329 Potrero Ave SOUTH EL MONTE, CA 91733",261,2020-04-13
CALIFORNIA MEDICAL RESPONSE INC.,Not Found,Not Found,"1557 SANTA ANITA AVE SOUTH EL MONTE, CA 91733",106,2020-04-13
"CALIFORNIA SNACK FOODS, INC.",Not Found,Not Found,"2131 TYLER AVE SOUTH EL MONTE, CA 91733",35,2020-04-15
CAL-DISC GRINDING CO,Not Found,Not Found,"1741 POTRERO AVE SOUTH EL MONTE, CA 91733",13,2020-04-30
CARDINAL INDUSTRIAL FINISHES,Not Found,Not Found,"1329 Potrero Ave SOUTH EL MONTE, CA 91733",54,2020-04-13
"BEARINGS AND DRIVES, INC.",Not Found,Not Found,"9508 Rush Street SOUTH EL MONTE, CA 91733",27,2020-04-28
"BALI CONSTRUCTION, INC.",Not Found,Not Found,"9852 JOE VARGAS WAY SOUTH EL MONTE, CA 91733",208,2020-04-05
"ASIA BUILDING SUPPLY, INC.",Not Found,Not Found,"2213 RosemEAD BLVD SOUTH EL MONTE, CA 91733",15,2020-04-13
ARION GLOBAL INC.,Not Found,Not Found,"1734 Tyler Avenue SOUTH EL MONTE, CA 91733",12,2020-04-10
AN COMPANY,Not Found,Not Found,"1431 ADELIA AVE SOUTH EL MONTE, CA 91733",25,2020-05-02
ARTER NEON SIGN INC.,Not Found,Not Found,"2130 EDWARDS AVE SOUTH EL MONTE, CA 91733",19,2020-05-03
AMRO FABRICATING CORPORATION,Not Found,Not Found,"1430 ADELIA AVE SOUTH EL MONTE, CA 91733",192,2020-04-15
"AMERICAN SCREEN AND WINDOW COVERINGS, INC.",Not Found,Not Found,"1903 CENTRAL AVE SOUTH EL MONTE, CA 91733",25,2020-04-28
AMERICAN WRECKING INC.,Not Found,Not Found,"2459 LEE AVE SOUTH EL MONTE, CA 91733",93,2020-04-27
B.I.G. ENTERPRISES,Not Found,Not Found,"9702 E.RUSH ST SOUTH EL MONTE, CA 91733",51,2020-04-06
VERDECO RECYCLING INC.,Not Found,Not Found,"8685 BOWERS AVE SOUTH GATE, CA 90280",30,2020-04-15
AITAL CUSTOM GLASS & MIRROR INC,Not Found,Not Found,"2623 ROSEMEAD BLVD SOUTH EL MONTE, CA 91733",30,2020-04-14
AMC COLORGRAFIX,Not Found,Not Found,"2085 N Peck Rd SOUTH EL MONTE, CA 91733",25,2020-04-10
A & W GROUP INC,Not Found,Not Found,"11119 RUSH ST SOUTH EL MONTE, CA 91733",17,2020-04-10
A-1 BLDG. & FENCE MATERIALS(R),Not Found,Not Found,"2210 CHICO AVE SOUTH EL MONTE, CA 91733",11,2020-05-01
ADVANTAGE METAL SERVICES INC,Not Found,Not Found,"9835 KALE ST SOUTH EL MONTE, CA 91733",30,2020-05-03
"VIDO ARTUKOVICH & SON, INC./VIDMAR, INC. A JV",Not Found,Not Found,"11155 Rush Street SOUTH EL MONTE, CA 91733",31,2020-04-30
TU-K INDUSTRIES INCORPORATED,Not Found,Not Found,"5702 Firestone Place SOUTH GATE, CA 90280",0,2020-04-30
"TITAN TERMINAL AND TRANSPORT, INC.",Not Found,Not Found,"4570 ARDINE ST SOUTH GATE, CA 90280",45,2020-04-09
TIB ENTERPRISES INC,Not Found,Not Found,"5811 Firestone Blvd SOUTH GATE, CA 90280",Not Found,2020-04-29
"TAPOVAN, INC.",Not Found,Not Found,"3507 LIBERTY BLVD SOUTH GATE, CA 90280",24,2020-05-03
ST. HELEN SCHOOL,Not Found,Not Found,"9329 Madison Ave SOUTH GATE, CA 90280",Not Found,2020-05-01
TECHNI-CAST CORP.,Not Found,Not Found,"11220 S. Garfield Ave. SOUTH GATE, CA 90280",100,2020-04-13
"SURE GRIP INTERNATIONAL, INC.",Not Found,Not Found,"5519 RAWLINGS AVE SOUTH GATE, CA 90280",25,2020-04-10
"SWS PANEL & TRUSS, INC.",Not Found,Not Found,"4231 Liberty Blvd SOUTH GATE, CA 90280",52,2020-04-03
SOUTH GATE WINGS LLC,Not Found,Not Found,"8730 GARFIELD AVENUE SOUTH GATE, CA 90280",48,2020-04-28
"PWS, INC.",Not Found,Not Found,"GARFIELD AVE SOUTH GATE, CA 90280",96,2020-04-06
SOLUTIONS PLUS SERVICES INC,Not Found,Not Found,"2545 TWEEDY BLVD SOUTH GATE, CA 90280",125,2020-06-09
"SAMUEL J. PIAZZA & SONS, INC.",Not Found,Not Found,"9001 RAYO AVE SOUTH GATE, CA 90280",68,2020-04-29
"SMARKCHEM INDUSTRIES, INC.",Not Found,Not Found,"8636 OTIS ST SOUTH GATE, CA 90280",29,2020-04-30
"PRIVILEGE INTERNATIONAL, INC",Not Found,Not Found,"2323 FIRESTONE BLVD. SOUTH GATE, CA 90280",20,2020-04-28
PROMAX PERSONNEL LLC,Not Found,Not Found,"3280 Tweedy Blvd. Suite A SOUTH GATE, CA 90280",350,2020-04-28
SHERWIN INCORPORATED,Not Found,Not Found,"5530 BORWICK AVE SOUTH GATE, CA 90280",23,2020-06-25
"PREMCO FORGE, INC.",Not Found,Not Found,"5200 TWEEDY BLVD SOUTH GATE, CA 90280",13,2020-05-03
PEOPLES IMMIGRATION COMMUNITY CENTER,Not Found,Not Found,"9121 LONG BEACH BLVD SOUTH GATE, CA 90280",Not Found,2020-04-28
"N. H. ENTERPRISES, INC.",Not Found,Not Found,"4014 Tweedy Blvd SOUTH GATE, CA 90280",48,2020-04-28
"MERIBEAR PRODUCTIONS, INC.",Not Found,Not Found,"4100 ARDMORE AVE SOUTH GATE, CA 90280",216,2020-04-30
"PAN PACIFIC PETROLEUM COMPANY, INC.",Not Found,Not Found,"9302 GARFIELD AVE SOUTH GATE, CA 90280",77,2020-04-05
"PACIFIC ALLOY CASTING COMPANY, INC.",Not Found,Not Found,"5900 FIRESTONE BLVD SOUTH GATE, CA 90280",Not Found,2020-04-15
"MR. C'S TOWING OF SOUTH GATE, INC.",Not Found,Not Found,"4421 MASON ST SOUTH GATE, CA 90280",30,2020-05-03
"PRECISION FORGING DIES, INC.",Not Found,Not Found,"10710 SESSLER STREET SOUTH GATE, CA 90280",38,2020-04-27
MARQUEZ MARQUEZ FOOD PRODUCTS INC,Not Found,Not Found,"11821 Industrial Avenue SOUTH GATE, CA 90280",10,2020-05-14
LIBERTY CONTAINER COMPANY,Not Found,Not Found,"4224 SANTA ANA ST SOUTH GATE, CA 90280",106,2020-04-28
MALONEY MEAT CO,Not Found,Not Found,"3255 Firestone Blvd SOUTH GATE, CA 90280",Not Found,2020-04-14
"MARIO'S FINISHING, INC.",Not Found,Not Found,"4481 FIRESTONE BLVD. SOUTH GATE, CA 90280",35,2020-04-29
LA PLAYITA AUTO SALES INC,Not Found,Not Found,"2955 FIRESTONE BLVD SOUTH GATE, CA 90280",0,2020-05-05
MACROFIT,Not Found,Not Found,"9849 ATLANTIC BLVD SUITE L & M SOUTH GATE, CA 90280",Not Found,2020-05-03
LA STAFF,Not Found,Not Found,"4223 INDEPENDENCE AVE SOUTH GATE, CA 90280",100,2020-05-20
"M.D.H. BURNER AND BOILER COMPANY, INC.",Not Found,Not Found,"12106 Center St. SOUTH GATE, CA 90280",23,2020-05-08
LA MARKET EXCHANGE INC,Not Found,Not Found,"3050 Firestone Boulevard SOUTH GATE, CA 90280",Not Found,2020-06-19
J MARIN INC,Not Found,Not Found,"SESSLER ST SOUTH GATE, CA 90280",25,2020-04-15
"LA LIBERTAD MEDICAL CLINIC, INC.",Not Found,Not Found,"8225 LONG BEACH BOULEVARD SOUTH GATE, CA 90280",Not Found,2020-04-27
JLE BROKER INC,Not Found,Not Found,"5618 Borwick Ave. SOUTH GATE, CA 90280",16,2020-04-16
JUSRAND LLC,Not Found,Not Found,"13180 Paramount Blvd. SOUTH GATE, CA 90280",108,2020-04-28
INCLUSIVE EMPLOYMENT SERVICES,Not Found,Not Found,"8439 California Avenue SOUTH GATE, CA 90280",79,2020-05-19
LA BARCA JALISCO,Not Found,Not Found,"3501 FIRESTONE BLVD SOUTH GATE, CA 90280",38,2020-05-03
L T C NETWORK INC,Not Found,Not Found,"5042 CECELIA ST SOUTH GATE, CA 90280",16,2020-05-03
INTERIOR REMOVAL SPECIALIST INC,Not Found,Not Found,"8990 ATLANTIC AVE SOUTH GATE, CA 90280",231,2020-05-03
GWLA ACQUISITION CORP,Not Found,Not Found,"8600 Rheem Ave SOUTH GATE, CA 90280",500,2020-04-10
"HUGHES BROTHERS AIRCRAFTERS, INC.",Not Found,Not Found,"11010 GARFIELD PL SOUTH GATE, CA 90280",45,2020-04-10
GENERAL VENEER MANUFACTURING CO,Not Found,Not Found,"8652 Otis St SOUTH GATE, CA 90280",32,2020-04-15
GM AUTO PAINT SUPPLIES INC,Not Found,Not Found,"9316 California Ave SOUTH GATE, CA 90280",47,2020-04-27
"IN-O-VATE MANUFACTURING, LLC",Not Found,Not Found,"9303 Garfield Ave SOUTH GATE, CA 90280",66,2020-04-29
"GRANITIZE PRODUCTS, INC.",Not Found,Not Found,"11022 VULCAN ST SOUTH GATE, CA 90280",43,2020-04-12
"GOMEZ CONCRETE RESTORATION, INC.",Not Found,Not Found,"11600 IDAHO AVE SOUTH GATE, CA 90280",37,2020-05-05
"I. GUERRA, INC.",Not Found,Not Found,"5640 Borwick Ave SOUTH GATE, CA 90280",27,2020-05-01
GARFIELD TOOLS & MFG. LLC,Not Found,Not Found,"10654 S. Garfield Ave SOUTH GATE, CA 90280",29,2020-04-13
"EPPINK OF CALIFORNIA, INC.",Not Found,Not Found,"11900 CENTER STREET SOUTH GATE, CA 90280",26,2020-04-27
FRAMELESS HARDWARE COMPANY,Not Found,Not Found,"4361 Firestone Blvd SOUTH GATE, CA 90280",110,2020-05-03
DENNIS J SANCHEZ MD A PROFESSIONAL,Not Found,Not Found,"3529 Firestone Blvd SOUTH GATE, CA 90280",21,2020-04-10
"EL PESCADOR #2, INC.",Not Found,Not Found,"9535 Long Beach Blvd. SOUTH GATE, CA 90280",32,2020-04-27
CENTRAL FORD AUTOMOTIVE,Not Found,Not Found,"5645 Firestone Blvd SOUTH GATE, CA 90280",111,2020-04-14
DEMENNO-KERDOON,Not Found,Not Found,"9302 GARFIELD AVE SOUTH GATE, CA 90280",120,2020-04-06
"CARE-TEX INDUSTRIES, INC",Not Found,Not Found,"4583 FIRESTONE BLVD SOUTH GATE, CA 90280",33,2020-04-15
BUDDY BAR CASTING CORPORATION,Not Found,Not Found,"10801 SESSLER ST SOUTH GATE, CA 90280",122,2020-04-09
C & J LIFT TRUCK INC.,Not Found,Not Found,"4858 FIRESTONE BLVD SOUTH GATE, CA 90280",17,2020-04-30
CALIFORNIA TRANSPORT ENTERPRISES,Not Found,Not Found,"2610 Wisconsin Boulevard SOUTH GATE, CA 90280",45,2020-04-15
"BORDO, INC.",Not Found,Not Found,"10110 MILLER WAY SOUTH GATE, CA 90280",19,2020-04-09
"BELL FOUNDRY CO., A CALIFORNIA CORPORATION",Not Found,Not Found,"5310 SOUTHERN AVE SOUTH GATE, CA 90280",43,2020-04-14
"ARTSONS MANUFACTURING COMPANY, INC.",Not Found,Not Found,"11121 GARFIELD AVE SOUTH GATE, CA 90280",26,2020-04-07
ASTRO ALUMINUM TREATING CO. INC.,Not Found,Not Found,"11040 PALMER AVE SOUTH GATE, CA 90280",166,2020-04-05
"ACCURATE STEEL TREATING, INC.",Not Found,Not Found,"10008 MILLER WAY SOUTH GATE, CA 90280",69,2020-04-09
"AFFILIATED MILLWORK INSTALLATION CO., INC.",Not Found,Not Found,"11900 CENTER ST SOUTH GATE, CA 90280",10,2020-04-27
ADVANCE WORKFORCE INC,Not Found,Not Found,"4917 Firestone Blvd SOUTH GATE, CA 90280",220,2020-04-28
"SOUTH GATE OPTOMETRY, INC.",Not Found,Not Found,"3329 Tweedy Blvd SOUTH GATE, CA 90280, CA 90280",14,2020-04-28
LEES' FEED & WESTERN STORE,Not Found,Not Found,"4110 DATSUN CT SHINGLE SPGS, CA 95682",70,2020-04-29
SCALE MEDIA INC.,Not Found,Not Found,"12925 Riverside Drive 4th Floor SHERMAN OAKS, CA 91423",103,2020-05-01
"SCHAFFEL DEVELOPMENT COMPANY, INC., A CALIFORNIA CORPORATION",Not Found,Not Found,"15235 Burbank Blvd., Suite C SHERMAN OAKS, CA 91411",11,2020-04-16
"SANTA ANITA CONVALESCENT HOSPITAL & RETIREMENT CENTER, INC.",Not Found,Not Found,"13347 VENTURA BLVD SHERMAN OAKS, CA 91423",491,2020-04-28
SAN FERNANDO VALLEY INTERFAITH COUNCIL I,Not Found,Not Found,"5056 VAN NUYS BLVD BUILDING B SHERMAN OAKS, CA 91403",98,2020-05-03
SANDSTONE PROPERTIES INC,Not Found,Not Found,"14724 VENTURA BLVD PH SHERMAN OAKS, CA 91403",Not Found,2020-04-11
"SANGUINE BIOSCIENCES, INC.",Not Found,Not Found,"5000 VAN NUYS BLVD #205 SHERMAN OAKS, CA 91403",32,2020-04-08
"SAN FERNANDO SUBACUTE REHABILITATION CENTER, LLC",Not Found,Not Found,"13347 VENTURA BLVD SHERMAN OAKS, CA 91423",233,2020-04-27
WEATHERFLOW INC,Not Found,Not Found,"108 WHISPERING PINES DR. STE 245 SCOTTS VALLEY, CA 95066",Not Found,2020-05-03
TR ENGINEERING INCORPORATED,Not Found,Not Found,"1350 GREEN HILLS ROAD #10 SCOTTS VALLEY, CA 95066",Not Found,2020-05-03
WEBSIGHT DESIGN INC,Not Found,Not Found,"3020 Bridgeway # 317 SAUSALITO, CA 94965",10,2020-04-28
THRESHOLD ENTERPRISES LTD,Not Found,Not Found,"23 Janis Way SCOTTS VALLEY, CA 95066",Not Found,2020-04-14
"TAPEMATION MACHINING, INC.",Not Found,Not Found,"13 JANIS WAY SCOTTS VALLEY, CA 95066",25,2020-04-10
"TANZLE, INC.",Not Found,Not Found,"216 MT HERMON RD SCOTTS VALLEY, CA 95066",27,2020-04-27
"UNIVERSAL AUDIO, INC",Not Found,Not Found,"4585 Scotts Valley Drive SCOTTS VALLEY, CA 95066",201,2020-04-08
WINESECRETS,Not Found,Not Found,"1446 INDUSTRIAL AVE SEBASTOPOL, CA 95472",12,2020-04-15
"VOLITION BEAUTY, INC",Not Found,Not Found,"475 Gate 5 Road Suite 216 SAUSALITO, CA 94965",8,2020-04-13
"UPSCALE CONSTRUCTION, INC.",Not Found,Not Found,"160 Buchanan Ct SAUSALITO, CA 94965",92,2020-04-29
VIEW RESTAURANTS LLC,Not Found,Not Found,"558 BRIDGEWAY SAUSALITO, CA 94965",80,2020-04-08
"WAGGL, INC.",Not Found,Not Found,"3 Harbor Drive Suite 200 SAUSALITO, CA 94965",41,2020-04-12
3421 CLEVELAND OWNER LLC,Not Found,Not Found,"3421 Cleveland Ave SANTA ROSA, CA 95403",39,2020-04-13
VINE CONNECTIONS LLC,Not Found,Not Found,"1 Harbor Dr Ste 112 SAUSALITO, CA 94965",20,2020-04-12
VELO-PAYMENTS INC,Not Found,Not Found,"599 Bridgeway SAUSALITO, CA 94965",47,2020-04-29
FENIX FARMING LLC,Not Found,Not Found,"11428 HIGHRIDGE COURT SANTA ROSA VALLEY, CA 93012",0,2020-05-15
"AURORA CASTING & ENGINEERING, INC.",Not Found,Not Found,"1790 E LEMONWOOD DR SANTA PAULA, CA 93060",76,2020-04-14
A &AMP; B RV SALES INC,Not Found,Not Found,"2885 SANTA AVE SANTA ROSA, CA 95407",18,2020-05-03
WESTLAKE AUTO COLLISION INC.,Not Found,Not Found,"11806 PRADERA RD SANTA ROSA VALLEY, CA 93012",15,2020-04-28
"B&B GOLF COURSE PROPERTIES, LLC",Not Found,Not Found,"1 MCCLURE WAY SEASIDE, CA 93955",111,2020-04-08
BLAST PUBLIC RELATIONS,Not Found,Not Found,"5575 Baseline Ave SANTA YNEZ, CA 93460",17,2020-04-29
"A &AMP; M REINFORCING SPECIALISTS , INC",Not Found,Not Found,"10520 Kenney Street SANTEE, CA 92071",30,2020-04-28
